D0=4000EF D1=DEF0 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10891A A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32C90 39c4=0 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=0 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032C90: move.b  $340000.l, D3
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10891A A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CB2 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=0 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CB2: move.b  D2, ($39cc,A5)
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10891A A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CB6 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=0 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CB6: lea     ($39cf,A5), A0
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9CF A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CBA 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=0 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CBA: and.b   D1, D0
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9CF A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CBC 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=0 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CBC: move.b  ($1,A0), ($39cb,A5)
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9CF A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CC2 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=0 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CC2: move.b  ($2,A0), ($1,A0)
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9CF A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CC8 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=0 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CC8: move.b  ($3,A0), ($2,A0)
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9CF A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CCE 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=0 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CCE: move.b  ($4,A0), ($3,A0)
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9CF A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CD4 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=0 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CD4: move.b  D0, ($4,A0)
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9CF A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CD8 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=0 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CD8: or.b    ($1,A0), D0
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9CF A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CDC 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=0 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CDC: or.b    ($2,A0), D0
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9CF A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CE0 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=0 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CE0: or.b    ($3,A0), D0
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9CF A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CE4 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=0 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CE4: move.b  D0, (A0)
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9CF A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CE6 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CE6: lea     ($39d7,A5), A0
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D7 A1=101900 A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CEA 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CEA: lea     ($39cd,A5), A1
D0=400010 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D7 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CEE 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CEE: move.b  ($39ca,A5), D0
D0=400000 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D7 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32CF2 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032CF2: bsr     $32e08
D0=400000 D1=DE10 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D7 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E08 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E08: moveq   #$7, D1
D0=400000 D1=7 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D7 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E0A 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E0A: move.b  (-$2,A1), (A1)
D0=400000 D1=7 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D7 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E0E 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E0E: addq.b  #1, (A0)+
D0=400000 D1=7 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D8 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E10 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=1 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E10: bne     $32e18
D0=400000 D1=7 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D8 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E18 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=1 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E18: rol.b   #1, D0
D0=400000 D1=7 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D8 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E1A 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=1 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E1A: bcs     $32e20
D0=400000 D1=7 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D8 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E1C 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=1 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E1C: clr.b   (-$1,A0)
D0=400000 D1=7 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D8 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E20 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E20: move.b  (-$1,A0), D5
D0=400000 D1=7 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D8 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E24 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E24: cmp.b   ($3a05,A5), D5
D0=400000 D1=7 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D8 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E28 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E28: bls     $32e3a
D0=400000 D1=7 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D8 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E3A 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E3A: dbra    D1, $32e0e
D0=400000 D1=6 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D8 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E0E 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E0E: addq.b  #1, (A0)+
D0=400000 D1=6 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D9 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E10 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E10: bne     $32e18
D0=400000 D1=6 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D9 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E18 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E18: rol.b   #1, D0
D0=400000 D1=6 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D9 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E1A 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E1A: bcs     $32e20
D0=400000 D1=6 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D9 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E1C 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E1C: clr.b   (-$1,A0)
D0=400000 D1=6 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D9 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E20 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E20: move.b  (-$1,A0), D5
D0=400000 D1=6 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D9 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E24 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E24: cmp.b   ($3a05,A5), D5
D0=400000 D1=6 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D9 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E28 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E28: bls     $32e3a
D0=400000 D1=6 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D9 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E3A 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E3A: dbra    D1, $32e0e
D0=400000 D1=5 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9D9 A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E0E 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E0E: addq.b  #1, (A0)+
D0=400000 D1=5 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9DA A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E10 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E10: bne     $32e18
D0=400000 D1=5 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9DA A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E18 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E18: rol.b   #1, D0
D0=400000 D1=5 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9DA A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E1A 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E1A: bcs     $32e20
D0=400000 D1=5 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9DA A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E1C 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E1C: clr.b   (-$1,A0)
D0=400000 D1=5 D2=0 D3=FFFF D4=1A804500 D5=846A8514 D6=846A8514 D7=FFFF A0=10B9DA A1=10B9CD A2=F6F98 A3=108F62 A4=50F1008 A5=108000 A6=108E4E PC=32E20 39c4=10 39c5=0 39c7=0 39c8=0 39ca=0 39cb=0 39cc=0 39cd=0 39cf=10 39d7=0 39e0=0 39e1=0 39e2=0 39e3=0 39e5=0 39ed=0 3a01=0 3a02=0 3a03=0 3a05=10 -- 032E20: move.b  (-$1,A0), D5
